,Year,Institution_ID,Source_ID,Variant_Label,Experiment_ID,Annual_Mean_Temp
99,1999,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,14.757802712585791
100,2000,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,14.76507539832086
101,2001,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,14.971375239025301
102,2002,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,14.96750131780279
103,2003,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,14.838920170367492
104,2004,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.014469239843315
105,2005,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.179747241544243
106,2006,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,14.980968287665597
107,2007,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.04591228406887
108,2008,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.091541850263516
109,2009,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.03064335353917
110,2010,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.086784154701855
111,2011,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.25661523784961
112,2012,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.377838809496664
113,2013,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.430371367489164
114,2014,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.225941980079346
115,2015,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.276903288242098
116,2016,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.401019260451905
117,2017,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.585310563494106
118,2018,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.626392665888913
119,2019,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.618660575469269
120,2020,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.77806256409591
121,2021,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.784425359319856
122,2022,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.626476672406191
123,2023,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.726335165980585
124,2024,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.710605227289735
125,2025,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.76805714636405
126,2026,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,15.986262845752393
127,2027,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.099189357110525
128,2028,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.055462411501015
129,2029,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.04728799549024
130,2030,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.14161221599387
131,2031,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.09968142059386
132,2032,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.108822297467984
133,2033,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.05105751478322
134,2034,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.1397234723878
135,2035,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.23257068672461
136,2036,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.552761374139
137,2037,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.455523118824228
138,2038,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.458464779638778
139,2039,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.55136250490782
140,2040,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.663791460425973
141,2041,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.670223439629776
142,2042,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.767353034659774
143,2043,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.72133634812323
144,2044,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.85165540147572
145,2045,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.848551098181023
146,2046,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.864427358644203
147,2047,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.90317374068911
148,2048,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,16.875907049601384
149,2049,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.02214640062188
150,2050,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.14602778695041
151,2051,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.22086109106063
152,2052,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.41649565493233
153,2053,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.220692828573952
154,2054,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.227848505865254
155,2055,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.428143269192507
156,2056,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.35931695160673
157,2057,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.595136049901978
158,2058,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.592195136074345
159,2059,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.59508042375829
160,2060,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.779365202945474
161,2061,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.038684476367067
162,2062,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,17.985589254209753
163,2063,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.10609714165219
164,2064,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.215036440377325
165,2065,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.20949751797981
166,2066,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.1830502706773
167,2067,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.335563568285995
168,2068,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.451242297854083
169,2069,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.472164575650122
170,2070,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.367440688678677
171,2071,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.474315398774724
172,2072,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.673791515953898
173,2073,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.64804231593728
174,2074,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.683369011403418
175,2075,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.95023671166838
176,2076,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.14979355508271
177,2077,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.907932494473908
178,2078,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,18.946231580587114
179,2079,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.174725911849137
180,2080,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.179285100714
181,2081,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.05487000501936
182,2082,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.40692569514767
183,2083,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.694952314926
184,2084,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.63168983761238
185,2085,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.708183101279513
186,2086,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.853114499503608
187,2087,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.960589690770867
188,2088,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.093495067318393
189,2089,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,19.903143956397603
190,2090,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.104028213071025
191,2091,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.082815749248017
192,2092,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.177851417375322
193,2093,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.456970161071784
194,2094,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.384067849223072
195,2095,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.63382101481511
196,2096,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.691103172349507
197,2097,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.642457612717745
198,2098,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,20.902453897698766
199,2099,MOHC,HadGEM3-GC3.05,r001i1p02305,rcp85,21.038265944956244
0,1900,MOHC,CanESM2,r1i1p1,rcp85,13.838404264939543
1,1901,MOHC,CanESM2,r1i1p1,rcp85,13.670330729900188
2,1902,MOHC,CanESM2,r1i1p1,rcp85,13.523980708488358
3,1903,MOHC,CanESM2,r1i1p1,rcp85,13.593049045503223
4,1904,MOHC,CanESM2,r1i1p1,rcp85,13.551887257460779
5,1905,MOHC,CanESM2,r1i1p1,rcp85,13.476560414710605
6,1906,MOHC,CanESM2,r1i1p1,rcp85,13.791374873591247
7,1907,MOHC,CanESM2,r1i1p1,rcp85,13.842664509517485
8,1908,MOHC,CanESM2,r1i1p1,rcp85,13.727369240844467
9,1909,MOHC,CanESM2,r1i1p1,rcp85,13.624311612144366
10,1910,MOHC,CanESM2,r1i1p1,rcp85,13.595784881543985
11,1911,MOHC,CanESM2,r1i1p1,rcp85,13.834053541837767
12,1912,MOHC,CanESM2,r1i1p1,rcp85,14.037926933531814
13,1913,MOHC,CanESM2,r1i1p1,rcp85,13.91954539363069
14,1914,MOHC,CanESM2,r1i1p1,rcp85,13.69348464300019
15,1915,MOHC,CanESM2,r1i1p1,rcp85,13.801625419914464
16,1916,MOHC,CanESM2,r1i1p1,rcp85,14.036306569502019
17,1917,MOHC,CanESM2,r1i1p1,rcp85,14.092320989619983
18,1918,MOHC,CanESM2,r1i1p1,rcp85,13.893441350651777
19,1919,MOHC,CanESM2,r1i1p1,rcp85,14.004823747222495
20,1920,MOHC,CanESM2,r1i1p1,rcp85,13.755474295579356
21,1921,MOHC,CanESM2,r1i1p1,rcp85,13.7885921564356
22,1922,MOHC,CanESM2,r1i1p1,rcp85,13.873163132555689
23,1923,MOHC,CanESM2,r1i1p1,rcp85,14.054522837136183
24,1924,MOHC,CanESM2,r1i1p1,rcp85,13.853536932990098
25,1925,MOHC,CanESM2,r1i1p1,rcp85,13.7026383760998
26,1926,MOHC,CanESM2,r1i1p1,rcp85,13.860794983184144
27,1927,MOHC,CanESM2,r1i1p1,rcp85,13.91757854115869
28,1928,MOHC,CanESM2,r1i1p1,rcp85,14.024572747333266
29,1929,MOHC,CanESM2,r1i1p1,rcp85,13.974845928666374
30,1930,MOHC,CanESM2,r1i1p1,rcp85,13.937928242075492
31,1931,MOHC,CanESM2,r1i1p1,rcp85,13.899066742773071
32,1932,MOHC,CanESM2,r1i1p1,rcp85,13.86137607800594
33,1933,MOHC,CanESM2,r1i1p1,rcp85,13.723135800372306
34,1934,MOHC,CanESM2,r1i1p1,rcp85,13.83458173085206
35,1935,MOHC,CanESM2,r1i1p1,rcp85,13.855773016533846
36,1936,MOHC,CanESM2,r1i1p1,rcp85,14.141976668405155
37,1937,MOHC,CanESM2,r1i1p1,rcp85,13.935713456830598
38,1938,MOHC,CanESM2,r1i1p1,rcp85,14.026057204888545
39,1939,MOHC,CanESM2,r1i1p1,rcp85,13.847815552419625
40,1940,MOHC,CanESM2,r1i1p1,rcp85,13.94283373255331
41,1941,MOHC,CanESM2,r1i1p1,rcp85,14.133318602656097
42,1942,MOHC,CanESM2,r1i1p1,rcp85,13.885860033987983
43,1943,MOHC,CanESM2,r1i1p1,rcp85,13.829289296945985
44,1944,MOHC,CanESM2,r1i1p1,rcp85,13.839626119008225
45,1945,MOHC,CanESM2,r1i1p1,rcp85,14.046465757284958
46,1946,MOHC,CanESM2,r1i1p1,rcp85,13.695770504026116
47,1947,MOHC,CanESM2,r1i1p1,rcp85,13.864595286928248
48,1948,MOHC,CanESM2,r1i1p1,rcp85,14.09898851466837
49,1949,MOHC,CanESM2,r1i1p1,rcp85,14.055542791439983
50,1950,MOHC,CanESM2,r1i1p1,rcp85,13.852155666910626
51,1951,MOHC,CanESM2,r1i1p1,rcp85,13.87274358802898
52,1952,MOHC,CanESM2,r1i1p1,rcp85,13.963203910642193
53,1953,MOHC,CanESM2,r1i1p1,rcp85,13.74753992391097
54,1954,MOHC,CanESM2,r1i1p1,rcp85,13.909662924623035
55,1955,MOHC,CanESM2,r1i1p1,rcp85,13.866624398230856
56,1956,MOHC,CanESM2,r1i1p1,rcp85,13.962156295696524
57,1957,MOHC,CanESM2,r1i1p1,rcp85,13.735916262106668
58,1958,MOHC,CanESM2,r1i1p1,rcp85,13.803064806719322
59,1959,MOHC,CanESM2,r1i1p1,rcp85,13.877926383393978
60,1960,MOHC,CanESM2,r1i1p1,rcp85,13.749516472184164
61,1961,MOHC,CanESM2,r1i1p1,rcp85,13.888423944310999
62,1962,MOHC,CanESM2,r1i1p1,rcp85,14.005981764945808
63,1963,MOHC,CanESM2,r1i1p1,rcp85,13.774446651325121
64,1964,MOHC,CanESM2,r1i1p1,rcp85,13.766914535036491
65,1965,MOHC,CanESM2,r1i1p1,rcp85,13.886679957189477
66,1966,MOHC,CanESM2,r1i1p1,rcp85,13.83185554664176
67,1967,MOHC,CanESM2,r1i1p1,rcp85,13.66610003916181
68,1968,MOHC,CanESM2,r1i1p1,rcp85,13.699575745918679
69,1969,MOHC,CanESM2,r1i1p1,rcp85,13.749989061265772
70,1970,MOHC,CanESM2,r1i1p1,rcp85,13.718413075647097
71,1971,MOHC,CanESM2,r1i1p1,rcp85,13.700513895974098
72,1972,MOHC,CanESM2,r1i1p1,rcp85,13.755986615619056
73,1973,MOHC,CanESM2,r1i1p1,rcp85,14.13142115973313
74,1974,MOHC,CanESM2,r1i1p1,rcp85,14.083450232791636
75,1975,MOHC,CanESM2,r1i1p1,rcp85,13.884681865153796
76,1976,MOHC,CanESM2,r1i1p1,rcp85,14.00043135724905
77,1977,MOHC,CanESM2,r1i1p1,rcp85,14.116877745262626
78,1978,MOHC,CanESM2,r1i1p1,rcp85,14.160376442135663
79,1979,MOHC,CanESM2,r1i1p1,rcp85,13.980937249091339
80,1980,MOHC,CanESM2,r1i1p1,rcp85,14.140233226557696
81,1981,MOHC,CanESM2,r1i1p1,rcp85,14.247703372208646
82,1982,MOHC,CanESM2,r1i1p1,rcp85,14.311316569912677
83,1983,MOHC,CanESM2,r1i1p1,rcp85,14.142246460313617
84,1984,MOHC,CanESM2,r1i1p1,rcp85,14.069847307101847
85,1985,MOHC,CanESM2,r1i1p1,rcp85,14.21771982515847
86,1986,MOHC,CanESM2,r1i1p1,rcp85,14.140225687930887
87,1987,MOHC,CanESM2,r1i1p1,rcp85,13.964058895480724
88,1988,MOHC,CanESM2,r1i1p1,rcp85,14.132132092912366
89,1989,MOHC,CanESM2,r1i1p1,rcp85,14.371232807479094
90,1990,MOHC,CanESM2,r1i1p1,rcp85,14.54776588294646
91,1991,MOHC,CanESM2,r1i1p1,rcp85,14.346753901322264
92,1992,MOHC,CanESM2,r1i1p1,rcp85,14.126396236662229
93,1993,MOHC,CanESM2,r1i1p1,rcp85,14.180599284727876
94,1994,MOHC,CanESM2,r1i1p1,rcp85,14.374408620890593
95,1995,MOHC,CanESM2,r1i1p1,rcp85,14.353860552528765
96,1996,MOHC,CanESM2,r1i1p1,rcp85,14.673032251290005
97,1997,MOHC,CanESM2,r1i1p1,rcp85,14.717714702843198
98,1998,MOHC,CanESM2,r1i1p1,rcp85,14.471890270636239
99,1999,MOHC,CanESM2,r1i1p1,rcp85,14.541511464691586
100,2000,MOHC,CanESM2,r1i1p1,rcp85,14.60663666323354
101,2001,MOHC,CanESM2,r1i1p1,rcp85,14.68257089188848
102,2002,MOHC,CanESM2,r1i1p1,rcp85,14.675624912264022
103,2003,MOHC,CanESM2,r1i1p1,rcp85,14.855547690600439
104,2004,MOHC,CanESM2,r1i1p1,rcp85,14.851965577869867
105,2005,MOHC,CanESM2,r1i1p1,rcp85,15.07173737342191
106,2006,MOHC,CanESM2,r1i1p1,rcp85,15.204415859840259
107,2007,MOHC,CanESM2,r1i1p1,rcp85,14.986111140069552
108,2008,MOHC,CanESM2,r1i1p1,rcp85,14.88235228687193
109,2009,MOHC,CanESM2,r1i1p1,rcp85,15.238466840829604
110,2010,MOHC,CanESM2,r1i1p1,rcp85,15.292616290169377
111,2011,MOHC,CanESM2,r1i1p1,rcp85,15.224374482044853
112,2012,MOHC,CanESM2,r1i1p1,rcp85,14.95691568216978
113,2013,MOHC,CanESM2,r1i1p1,rcp85,14.988603840657296
114,2014,MOHC,CanESM2,r1i1p1,rcp85,14.973153672016975
115,2015,MOHC,CanESM2,r1i1p1,rcp85,15.259555333147093
116,2016,MOHC,CanESM2,r1i1p1,rcp85,15.414894854977135
117,2017,MOHC,CanESM2,r1i1p1,rcp85,15.353067166802404
118,2018,MOHC,CanESM2,r1i1p1,rcp85,15.50858957903197
119,2019,MOHC,CanESM2,r1i1p1,rcp85,15.24567922460645
120,2020,MOHC,CanESM2,r1i1p1,rcp85,15.385754801855308
121,2021,MOHC,CanESM2,r1i1p1,rcp85,15.425974422090382
122,2022,MOHC,CanESM2,r1i1p1,rcp85,15.558991298866836
123,2023,MOHC,CanESM2,r1i1p1,rcp85,15.527510954665829
124,2024,MOHC,CanESM2,r1i1p1,rcp85,15.622834998614572
125,2025,MOHC,CanESM2,r1i1p1,rcp85,15.644025555383315
126,2026,MOHC,CanESM2,r1i1p1,rcp85,15.677163362694115
127,2027,MOHC,CanESM2,r1i1p1,rcp85,15.794941388092019
128,2028,MOHC,CanESM2,r1i1p1,rcp85,15.60253521625088
129,2029,MOHC,CanESM2,r1i1p1,rcp85,15.540032701389832
130,2030,MOHC,CanESM2,r1i1p1,rcp85,15.89336129435373
131,2031,MOHC,CanESM2,r1i1p1,rcp85,16.029419653972237
132,2032,MOHC,CanESM2,r1i1p1,rcp85,16.25966531530553
133,2033,MOHC,CanESM2,r1i1p1,rcp85,15.952976103507853
134,2034,MOHC,CanESM2,r1i1p1,rcp85,15.873484226515373
135,2035,MOHC,CanESM2,r1i1p1,rcp85,15.97905443636368
136,2036,MOHC,CanESM2,r1i1p1,rcp85,15.9881485003945
137,2037,MOHC,CanESM2,r1i1p1,rcp85,16.09704368558153
138,2038,MOHC,CanESM2,r1i1p1,rcp85,16.08072419684484
139,2039,MOHC,CanESM2,r1i1p1,rcp85,16.15500906895555
140,2040,MOHC,CanESM2,r1i1p1,rcp85,16.158342064629554
141,2041,MOHC,CanESM2,r1i1p1,rcp85,16.41068737014485
142,2042,MOHC,CanESM2,r1i1p1,rcp85,16.55717294755432
143,2043,MOHC,CanESM2,r1i1p1,rcp85,16.269598162860333
144,2044,MOHC,CanESM2,r1i1p1,rcp85,16.348527708586477
145,2045,MOHC,CanESM2,r1i1p1,rcp85,16.410476630411395
146,2046,MOHC,CanESM2,r1i1p1,rcp85,16.492654449975227
147,2047,MOHC,CanESM2,r1i1p1,rcp85,16.54768527210108
148,2048,MOHC,CanESM2,r1i1p1,rcp85,16.722131782219176
149,2049,MOHC,CanESM2,r1i1p1,rcp85,16.712402867613463
150,2050,MOHC,CanESM2,r1i1p1,rcp85,16.765136704924668
151,2051,MOHC,CanESM2,r1i1p1,rcp85,16.776788877189606
152,2052,MOHC,CanESM2,r1i1p1,rcp85,16.87649325096916
153,2053,MOHC,CanESM2,r1i1p1,rcp85,16.905733853433258
154,2054,MOHC,CanESM2,r1i1p1,rcp85,16.830146408783055
155,2055,MOHC,CanESM2,r1i1p1,rcp85,17.00559044441793
156,2056,MOHC,CanESM2,r1i1p1,rcp85,16.90024356038412
157,2057,MOHC,CanESM2,r1i1p1,rcp85,17.025891808039002
158,2058,MOHC,CanESM2,r1i1p1,rcp85,17.222879981160315
159,2059,MOHC,CanESM2,r1i1p1,rcp85,17.22131994243716
160,2060,MOHC,CanESM2,r1i1p1,rcp85,17.22573429501259
161,2061,MOHC,CanESM2,r1i1p1,rcp85,17.36817902078641
162,2062,MOHC,CanESM2,r1i1p1,rcp85,17.53307049008965
163,2063,MOHC,CanESM2,r1i1p1,rcp85,17.522408801029236
164,2064,MOHC,CanESM2,r1i1p1,rcp85,17.548407213374933
165,2065,MOHC,CanESM2,r1i1p1,rcp85,17.40524843938211
166,2066,MOHC,CanESM2,r1i1p1,rcp85,17.393133632449366
167,2067,MOHC,CanESM2,r1i1p1,rcp85,17.67429798909116
168,2068,MOHC,CanESM2,r1i1p1,rcp85,17.81406971783888
169,2069,MOHC,CanESM2,r1i1p1,rcp85,17.598525247094837
170,2070,MOHC,CanESM2,r1i1p1,rcp85,17.556392281012567
171,2071,MOHC,CanESM2,r1i1p1,rcp85,17.894642161576257
172,2072,MOHC,CanESM2,r1i1p1,rcp85,18.191426022282563
173,2073,MOHC,CanESM2,r1i1p1,rcp85,17.868658086184094
174,2074,MOHC,CanESM2,r1i1p1,rcp85,17.804366684762226
175,2075,MOHC,CanESM2,r1i1p1,rcp85,18.026495376425306
176,2076,MOHC,CanESM2,r1i1p1,rcp85,18.132077016421885
177,2077,MOHC,CanESM2,r1i1p1,rcp85,18.135252473734216
178,2078,MOHC,CanESM2,r1i1p1,rcp85,18.246378579676055
179,2079,MOHC,CanESM2,r1i1p1,rcp85,18.4800383342549
180,2080,MOHC,CanESM2,r1i1p1,rcp85,18.576563548866414
181,2081,MOHC,CanESM2,r1i1p1,rcp85,18.466541083579372
182,2082,MOHC,CanESM2,r1i1p1,rcp85,18.435424856754096
183,2083,MOHC,CanESM2,r1i1p1,rcp85,18.65500634195621
184,2084,MOHC,CanESM2,r1i1p1,rcp85,18.6810763598549
185,2085,MOHC,CanESM2,r1i1p1,rcp85,18.795107034835176
186,2086,MOHC,CanESM2,r1i1p1,rcp85,18.789693797584466
187,2087,MOHC,CanESM2,r1i1p1,rcp85,18.81649865345063
188,2088,MOHC,CanESM2,r1i1p1,rcp85,18.80903959523982
189,2089,MOHC,CanESM2,r1i1p1,rcp85,19.07881547462751
190,2090,MOHC,CanESM2,r1i1p1,rcp85,19.07567637939192
191,2091,MOHC,CanESM2,r1i1p1,rcp85,18.983223091191128
192,2092,MOHC,CanESM2,r1i1p1,rcp85,19.13466525975291
193,2093,MOHC,CanESM2,r1i1p1,rcp85,19.260695424657094
194,2094,MOHC,CanESM2,r1i1p1,rcp85,19.203800954619993
195,2095,MOHC,CanESM2,r1i1p1,rcp85,19.24550731024706
196,2096,MOHC,CanESM2,r1i1p1,rcp85,19.024501896938684
197,2097,MOHC,CanESM2,r1i1p1,rcp85,19.032205214491558
198,2098,MOHC,CanESM2,r1i1p1,rcp85,19.30410963926339
199,2099,MOHC,CanESM2,r1i1p1,rcp85,19.68445810066261
0,1900,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,13.943440452882816
1,1901,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.013395903372894
2,1902,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.04020225171404
3,1903,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,13.860495005537159
4,1904,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,13.975754086868095
5,1905,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.08322497547362
6,1906,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.08812199363239
7,1907,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.135458561590516
8,1908,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.06353553622417
9,1909,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.077235232917332
10,1910,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.083657863500209
11,1911,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.182007940825832
12,1912,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.158138285812031
13,1913,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.239715482335635
14,1914,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.163236786917368
15,1915,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.094038525717759
16,1916,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.15916693875459
17,1917,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.196152386772171
18,1918,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.31879540838698
19,1919,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.278510851366013
20,1920,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.328247801117017
21,1921,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.34287070692865
22,1922,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.347418737955408
23,1923,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.385684974536375
24,1924,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.337082190833671
25,1925,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.485424769645824
26,1926,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.492188537202134
27,1927,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.449666557250113
28,1928,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.41885368803361
29,1929,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.38230827013851
30,1930,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.310390400059218
31,1931,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.15245315018793
32,1932,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.207493791122422
33,1933,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.312158774539808
34,1934,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.437396003788182
35,1935,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.374503126438233
36,1936,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.388832736381742
37,1937,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.3845236030985
38,1938,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.483392050942875
39,1939,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.455387809340438
40,1940,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.431918563548919
41,1941,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.452750925853975
42,1942,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.417151889347453
43,1943,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.38537078791652
44,1944,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.423655349258913
45,1945,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.41011316961633
46,1946,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.466159265508795
47,1947,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.509749104579107
48,1948,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.414900749576738
49,1949,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.412204464608443
50,1950,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.289204503430247
51,1951,MOHC,HadGEM3-GC3.05,r001i1p02832,rcp85,14.296079349600417
