,Year,Institution_ID,Source_ID,Variant_Label,Experiment_ID,Annual_Mean_Temp
25,1925,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.827592935747239
26,1926,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.988050470022323
27,1927,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.724423987916657
28,1928,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.610049485597884
29,1929,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.720422933828837
30,1930,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.758433660833711
31,1931,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.871414974270058
32,1932,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.768871425013073
33,1933,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.723638307877222
34,1934,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.657427196484
35,1935,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.901680730728218
36,1936,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.776593981505407
37,1937,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.694012438264828
38,1938,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.63141524658213
39,1939,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.63415009587697
40,1940,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.64849968999944
41,1941,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.730194499801684
42,1942,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.77406999983969
43,1943,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.701824498805644
44,1944,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.590283230866142
45,1945,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.723295107186777
46,1946,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.871671524357792
47,1947,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.877170426577417
48,1948,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.87058241075436
49,1949,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.785928859628312
50,1950,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.58550819629491
51,1951,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.78584954353048
52,1952,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.00187105505661
53,1953,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.81907442132875
54,1954,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.719200928760564
55,1955,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.617436174272433
56,1956,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.551312752227943
57,1957,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.587458940579191
58,1958,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.687685456349245
59,1959,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.605043587459496
60,1960,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.720937228050632
61,1961,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.798612429564065
62,1962,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.808868228302972
63,1963,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.60975554628112
64,1964,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.48182686352616
65,1965,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.547146785602086
66,1966,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.647178634794956
67,1967,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.493099554071975
68,1968,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.607530250888304
69,1969,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.596018193908277
70,1970,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.666140633288164
71,1971,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.689182651971871
72,1972,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.528645112433962
73,1973,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.553085973984961
74,1974,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.50068685453619
75,1975,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.58303265619682
76,1976,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.770746358064976
77,1977,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.561567704458668
78,1978,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.484297855266613
79,1979,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.576823779530164
80,1980,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.542377756894169
81,1981,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.560343357344903
82,1982,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.636981558429076
83,1983,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.364427659587333
84,1984,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.40797372672921
85,1985,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.56638675438767
86,1986,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.466319056566322
87,1987,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.497687008613573
88,1988,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.451822877021192
89,1989,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.55996680103919
90,1990,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.81370023613533
91,1991,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.8567551148936
92,1992,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.592546572410093
93,1993,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.583891592068504
94,1994,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.723854325036614
95,1995,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.762608477973991
96,1996,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.717776683914972
97,1997,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.761517136337007
98,1998,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.013983693416487
99,1999,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.98844982653206
100,2000,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.077250285796628
101,2001,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.139921563329816
102,2002,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.30248223289719
103,2003,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.138212617630154
104,2004,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.092687904128331
105,2005,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.119017693803881
106,2006,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.117507052642537
107,2007,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,13.985666021454728
108,2008,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.152887232296685
109,2009,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.36624442636704
110,2010,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.15152810706283
111,2011,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.214604957500212
112,2012,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.564032680398968
113,2013,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.651449398210465
114,2014,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.734820044237216
115,2015,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.64595974116421
116,2016,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.595960482139622
117,2017,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.625935745231812
118,2018,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.759668355891867
119,2019,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.788662725783064
120,2020,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.809145981772746
121,2021,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.839039027860613
122,2022,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.778785999483631
123,2023,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.791775624486343
124,2024,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.897894548057359
125,2025,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.079031182310885
126,2026,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.02510129841034
127,2027,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.041876707188598
128,2028,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.203911282548562
129,2029,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.14728238454409
130,2030,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,14.97793123267565
131,2031,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.13961998793671
132,2032,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.3080228945487
133,2033,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.246654839492706
134,2034,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.246488392580389
135,2035,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.31019565183644
136,2036,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.422726420393296
137,2037,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.359939021109605
138,2038,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.499355325643984
139,2039,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.66790920297293
140,2040,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.569433610849247
141,2041,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.561769235281147
142,2042,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.721544180464882
143,2043,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.644047264580704
144,2044,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.905555594803355
145,2045,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.998991355807343
146,2046,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.00360425529095
147,2047,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.865225403952335
148,2048,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,15.955064351073418
149,2049,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.09333039796696
150,2050,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.182400688467016
151,2051,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.20349549482665
152,2052,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.29210591562379
153,2053,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.48146746604515
154,2054,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.547171601971595
155,2055,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.54442251296298
156,2056,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.58861870749065
157,2057,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.76502458007076
158,2058,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.866963928199745
159,2059,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.718650650627556
160,2060,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,16.78863552872125
161,2061,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.114607401594142
162,2062,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.212001290209013
163,2063,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.154583710675315
164,2064,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.144519179267338
165,2065,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.28920033789119
166,2066,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.44495509351376
167,2067,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.54865129839112
168,2068,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.538408400919128
169,2069,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.494046370119786
170,2070,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.60047160447171
171,2071,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.850121515273894
172,2072,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.792848926555646
173,2073,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.872379116247668
174,2074,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.04834260082444
175,2075,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,17.90784564662567
176,2076,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.023553686035438
177,2077,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.19981309083066
178,2078,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.16953939843369
179,2079,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.222134003683472
180,2080,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.43620428127787
181,2081,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.497876430240293
182,2082,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.40148844459048
183,2083,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.518160555423098
184,2084,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.636544987940272
185,2085,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.802474848468268
186,2086,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.000330214917337
187,2087,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.662662741418774
188,2088,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.812381427193717
189,2089,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.841365373532373
190,2090,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.797852848221748
191,2091,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.017107367031166
192,2092,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.939729844699695
193,2093,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,18.977166804042998
194,2094,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.194360435998192
195,2095,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.30803712618762
196,2096,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.303031886409904
197,2097,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.4965205943207
198,2098,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.5605096503747
199,2099,MOHC,HadGEM3-GC3.05,r001i1p01843,rcp85,19.76661276588829
0,1900,MOHC,ACCESS1-3,r1i1p1,rcp85,13.995131934501146
1,1901,MOHC,ACCESS1-3,r1i1p1,rcp85,14.099424213088655
2,1902,MOHC,ACCESS1-3,r1i1p1,rcp85,14.014169099850855
3,1903,MOHC,ACCESS1-3,r1i1p1,rcp85,13.815190280771253
4,1904,MOHC,ACCESS1-3,r1i1p1,rcp85,13.814197587429902
5,1905,MOHC,ACCESS1-3,r1i1p1,rcp85,13.901625630380204
6,1906,MOHC,ACCESS1-3,r1i1p1,rcp85,13.793024579097384
7,1907,MOHC,ACCESS1-3,r1i1p1,rcp85,13.83019997484841
8,1908,MOHC,ACCESS1-3,r1i1p1,rcp85,13.948587187476354
9,1909,MOHC,ACCESS1-3,r1i1p1,rcp85,13.96967432372337
10,1910,MOHC,ACCESS1-3,r1i1p1,rcp85,14.034343583129166
11,1911,MOHC,ACCESS1-3,r1i1p1,rcp85,14.069268145444044
12,1912,MOHC,ACCESS1-3,r1i1p1,rcp85,14.016347084258832
13,1913,MOHC,ACCESS1-3,r1i1p1,rcp85,13.913373133171332
14,1914,MOHC,ACCESS1-3,r1i1p1,rcp85,14.06985619491744
15,1915,MOHC,ACCESS1-3,r1i1p1,rcp85,14.038878709776226
16,1916,MOHC,ACCESS1-3,r1i1p1,rcp85,14.071202445820028
17,1917,MOHC,ACCESS1-3,r1i1p1,rcp85,14.086831148938943
18,1918,MOHC,ACCESS1-3,r1i1p1,rcp85,13.945791461569321
19,1919,MOHC,ACCESS1-3,r1i1p1,rcp85,14.052249819496637
20,1920,MOHC,ACCESS1-3,r1i1p1,rcp85,14.32721323657767
21,1921,MOHC,ACCESS1-3,r1i1p1,rcp85,14.40141534911735
22,1922,MOHC,ACCESS1-3,r1i1p1,rcp85,14.215544026407153
23,1923,MOHC,ACCESS1-3,r1i1p1,rcp85,14.220715706745468
24,1924,MOHC,ACCESS1-3,r1i1p1,rcp85,14.174235252049437
25,1925,MOHC,ACCESS1-3,r1i1p1,rcp85,14.200137136424855
26,1926,MOHC,ACCESS1-3,r1i1p1,rcp85,14.087104395063372
27,1927,MOHC,ACCESS1-3,r1i1p1,rcp85,13.993340030033094
28,1928,MOHC,ACCESS1-3,r1i1p1,rcp85,14.040128967310423
29,1929,MOHC,ACCESS1-3,r1i1p1,rcp85,14.123442002408494
30,1930,MOHC,ACCESS1-3,r1i1p1,rcp85,14.113603852358088
31,1931,MOHC,ACCESS1-3,r1i1p1,rcp85,13.974784769914725
32,1932,MOHC,ACCESS1-3,r1i1p1,rcp85,13.974850183413487
33,1933,MOHC,ACCESS1-3,r1i1p1,rcp85,14.07396668545793
34,1934,MOHC,ACCESS1-3,r1i1p1,rcp85,14.0966721756448
35,1935,MOHC,ACCESS1-3,r1i1p1,rcp85,14.053218213982868
36,1936,MOHC,ACCESS1-3,r1i1p1,rcp85,14.097217446352806
37,1937,MOHC,ACCESS1-3,r1i1p1,rcp85,14.147805648407157
38,1938,MOHC,ACCESS1-3,r1i1p1,rcp85,14.137648443711752
39,1939,MOHC,ACCESS1-3,r1i1p1,rcp85,14.16422838094514
40,1940,MOHC,ACCESS1-3,r1i1p1,rcp85,14.27098819291856
41,1941,MOHC,ACCESS1-3,r1i1p1,rcp85,14.1089416729478
42,1942,MOHC,ACCESS1-3,r1i1p1,rcp85,14.073597450634054
43,1943,MOHC,ACCESS1-3,r1i1p1,rcp85,14.224629981577122
44,1944,MOHC,ACCESS1-3,r1i1p1,rcp85,13.992158919957804
45,1945,MOHC,ACCESS1-3,r1i1p1,rcp85,14.052330689731498
46,1946,MOHC,ACCESS1-3,r1i1p1,rcp85,14.162549949894958
47,1947,MOHC,ACCESS1-3,r1i1p1,rcp85,14.326524030126949
48,1948,MOHC,ACCESS1-3,r1i1p1,rcp85,14.274377702563429
49,1949,MOHC,ACCESS1-3,r1i1p1,rcp85,14.1978699084519
50,1950,MOHC,ACCESS1-3,r1i1p1,rcp85,14.19346336853827
51,1951,MOHC,ACCESS1-3,r1i1p1,rcp85,14.295184673864101
52,1952,MOHC,ACCESS1-3,r1i1p1,rcp85,14.16529833940892
53,1953,MOHC,ACCESS1-3,r1i1p1,rcp85,14.127788637021132
54,1954,MOHC,ACCESS1-3,r1i1p1,rcp85,14.042546087845524
55,1955,MOHC,ACCESS1-3,r1i1p1,rcp85,14.05874972705162
56,1956,MOHC,ACCESS1-3,r1i1p1,rcp85,14.093650122904279
57,1957,MOHC,ACCESS1-3,r1i1p1,rcp85,14.09557126722092
58,1958,MOHC,ACCESS1-3,r1i1p1,rcp85,14.048453912854368
59,1959,MOHC,ACCESS1-3,r1i1p1,rcp85,14.16617070204947
60,1960,MOHC,ACCESS1-3,r1i1p1,rcp85,14.146121435385028
61,1961,MOHC,ACCESS1-3,r1i1p1,rcp85,14.161308381989732
62,1962,MOHC,ACCESS1-3,r1i1p1,rcp85,14.25171004106356
63,1963,MOHC,ACCESS1-3,r1i1p1,rcp85,14.239032572251693
64,1964,MOHC,ACCESS1-3,r1i1p1,rcp85,13.943345175536697
65,1965,MOHC,ACCESS1-3,r1i1p1,rcp85,13.982328553471968
66,1966,MOHC,ACCESS1-3,r1i1p1,rcp85,14.005505439520228
67,1967,MOHC,ACCESS1-3,r1i1p1,rcp85,13.935793152571918
68,1968,MOHC,ACCESS1-3,r1i1p1,rcp85,14.00539277148374
69,1969,MOHC,ACCESS1-3,r1i1p1,rcp85,14.117897994609647
70,1970,MOHC,ACCESS1-3,r1i1p1,rcp85,14.167309037682996
71,1971,MOHC,ACCESS1-3,r1i1p1,rcp85,14.123619234077873
72,1972,MOHC,ACCESS1-3,r1i1p1,rcp85,14.158939576726473
73,1973,MOHC,ACCESS1-3,r1i1p1,rcp85,14.096064091953002
74,1974,MOHC,ACCESS1-3,r1i1p1,rcp85,14.033407415954438
75,1975,MOHC,ACCESS1-3,r1i1p1,rcp85,14.042791181131372
76,1976,MOHC,ACCESS1-3,r1i1p1,rcp85,13.90858128305341
77,1977,MOHC,ACCESS1-3,r1i1p1,rcp85,14.1137145340445
78,1978,MOHC,ACCESS1-3,r1i1p1,rcp85,14.201848845398098
79,1979,MOHC,ACCESS1-3,r1i1p1,rcp85,14.12809672236686
80,1980,MOHC,ACCESS1-3,r1i1p1,rcp85,14.110587248944137
81,1981,MOHC,ACCESS1-3,r1i1p1,rcp85,14.130563887319868
82,1982,MOHC,ACCESS1-3,r1i1p1,rcp85,14.180545710780477
83,1983,MOHC,ACCESS1-3,r1i1p1,rcp85,14.265363808596774
84,1984,MOHC,ACCESS1-3,r1i1p1,rcp85,14.213749361553326
85,1985,MOHC,ACCESS1-3,r1i1p1,rcp85,14.247524605485275
86,1986,MOHC,ACCESS1-3,r1i1p1,rcp85,14.242490251028677
87,1987,MOHC,ACCESS1-3,r1i1p1,rcp85,14.362698699896315
88,1988,MOHC,ACCESS1-3,r1i1p1,rcp85,14.209326956245631
89,1989,MOHC,ACCESS1-3,r1i1p1,rcp85,14.290849700842413
90,1990,MOHC,ACCESS1-3,r1i1p1,rcp85,14.295923786181243
91,1991,MOHC,ACCESS1-3,r1i1p1,rcp85,14.411111288253002
92,1992,MOHC,ACCESS1-3,r1i1p1,rcp85,14.179583150119349
93,1993,MOHC,ACCESS1-3,r1i1p1,rcp85,14.20951636767722
94,1994,MOHC,ACCESS1-3,r1i1p1,rcp85,14.226669058396325
95,1995,MOHC,ACCESS1-3,r1i1p1,rcp85,14.250299232994342
96,1996,MOHC,ACCESS1-3,r1i1p1,rcp85,14.32258221348988
97,1997,MOHC,ACCESS1-3,r1i1p1,rcp85,14.333793438754649
98,1998,MOHC,ACCESS1-3,r1i1p1,rcp85,14.476984861616252
99,1999,MOHC,ACCESS1-3,r1i1p1,rcp85,14.397857677726556
100,2000,MOHC,ACCESS1-3,r1i1p1,rcp85,14.343069034796144
101,2001,MOHC,ACCESS1-3,r1i1p1,rcp85,14.46478519137582
102,2002,MOHC,ACCESS1-3,r1i1p1,rcp85,14.56564430444184
103,2003,MOHC,ACCESS1-3,r1i1p1,rcp85,14.541440101562278
104,2004,MOHC,ACCESS1-3,r1i1p1,rcp85,14.62649300813649
105,2005,MOHC,ACCESS1-3,r1i1p1,rcp85,14.700090935604694
106,2006,MOHC,ACCESS1-3,r1i1p1,rcp85,14.72675323531366
107,2007,MOHC,ACCESS1-3,r1i1p1,rcp85,14.677481614396205
108,2008,MOHC,ACCESS1-3,r1i1p1,rcp85,14.704327236787591
109,2009,MOHC,ACCESS1-3,r1i1p1,rcp85,14.83500552072694
110,2010,MOHC,ACCESS1-3,r1i1p1,rcp85,14.877378823134265
111,2011,MOHC,ACCESS1-3,r1i1p1,rcp85,14.796477210441218
112,2012,MOHC,ACCESS1-3,r1i1p1,rcp85,14.857735644615047
113,2013,MOHC,ACCESS1-3,r1i1p1,rcp85,14.9257834492885
114,2014,MOHC,ACCESS1-3,r1i1p1,rcp85,14.93074973702024
115,2015,MOHC,ACCESS1-3,r1i1p1,rcp85,14.915888747253824
116,2016,MOHC,ACCESS1-3,r1i1p1,rcp85,15.007432419669849
117,2017,MOHC,ACCESS1-3,r1i1p1,rcp85,15.090889829234536
118,2018,MOHC,ACCESS1-3,r1i1p1,rcp85,15.031129045797172
119,2019,MOHC,ACCESS1-3,r1i1p1,rcp85,14.986817652737544
120,2020,MOHC,ACCESS1-3,r1i1p1,rcp85,15.015789991967083
121,2021,MOHC,ACCESS1-3,r1i1p1,rcp85,15.187547273281487
122,2022,MOHC,ACCESS1-3,r1i1p1,rcp85,15.253453008117196
123,2023,MOHC,ACCESS1-3,r1i1p1,rcp85,15.274328247755593
124,2024,MOHC,ACCESS1-3,r1i1p1,rcp85,15.27990738252816
125,2025,MOHC,ACCESS1-3,r1i1p1,rcp85,15.479210745321746
126,2026,MOHC,ACCESS1-3,r1i1p1,rcp85,15.526850725120227
127,2027,MOHC,ACCESS1-3,r1i1p1,rcp85,15.351595898162232
128,2028,MOHC,ACCESS1-3,r1i1p1,rcp85,15.513853048568537
129,2029,MOHC,ACCESS1-3,r1i1p1,rcp85,15.437412617079048
130,2030,MOHC,ACCESS1-3,r1i1p1,rcp85,15.38283144461227
131,2031,MOHC,ACCESS1-3,r1i1p1,rcp85,15.42791510976582
132,2032,MOHC,ACCESS1-3,r1i1p1,rcp85,15.409555643897448
133,2033,MOHC,ACCESS1-3,r1i1p1,rcp85,15.45013504873735
134,2034,MOHC,ACCESS1-3,r1i1p1,rcp85,15.624341732759945
135,2035,MOHC,ACCESS1-3,r1i1p1,rcp85,15.681301886392449
136,2036,MOHC,ACCESS1-3,r1i1p1,rcp85,15.580859664840029
137,2037,MOHC,ACCESS1-3,r1i1p1,rcp85,15.68082927704753
138,2038,MOHC,ACCESS1-3,r1i1p1,rcp85,15.653604872283879
139,2039,MOHC,ACCESS1-3,r1i1p1,rcp85,15.770675556351572
140,2040,MOHC,ACCESS1-3,r1i1p1,rcp85,15.886949046354998
141,2041,MOHC,ACCESS1-3,r1i1p1,rcp85,15.96157053753087
142,2042,MOHC,ACCESS1-3,r1i1p1,rcp85,15.991149547115553
143,2043,MOHC,ACCESS1-3,r1i1p1,rcp85,16.066284268950334
144,2044,MOHC,ACCESS1-3,r1i1p1,rcp85,16.11710348745787
145,2045,MOHC,ACCESS1-3,r1i1p1,rcp85,16.032391112842983
146,2046,MOHC,ACCESS1-3,r1i1p1,rcp85,16.228604041516412
147,2047,MOHC,ACCESS1-3,r1i1p1,rcp85,16.34180910176826
148,2048,MOHC,ACCESS1-3,r1i1p1,rcp85,16.387309740151206
149,2049,MOHC,ACCESS1-3,r1i1p1,rcp85,16.339622816885576
150,2050,MOHC,ACCESS1-3,r1i1p1,rcp85,16.6392363185142
151,2051,MOHC,ACCESS1-3,r1i1p1,rcp85,16.560881618651006
152,2052,MOHC,ACCESS1-3,r1i1p1,rcp85,16.483346459837634
153,2053,MOHC,ACCESS1-3,r1i1p1,rcp85,16.696960222307304
154,2054,MOHC,ACCESS1-3,r1i1p1,rcp85,16.745652041182712
155,2055,MOHC,ACCESS1-3,r1i1p1,rcp85,16.78697018632852
156,2056,MOHC,ACCESS1-3,r1i1p1,rcp85,16.837123926327717
157,2057,MOHC,ACCESS1-3,r1i1p1,rcp85,16.808612651888257
158,2058,MOHC,ACCESS1-3,r1i1p1,rcp85,16.862962739816904
159,2059,MOHC,ACCESS1-3,r1i1p1,rcp85,16.897378610220944
